processing,K,trainingSize,testingSize,ratio
none,3,0.1,0.9,0.85
none,4,0.1,0.9,0.86
none,5,0.1,0.9,0.86
none,6,0.1,0.9,0.86
none,7,0.1,0.9,0.87
none,8,0.1,0.9,0.85
none,9,0.1,0.9,0.86
none,10,0.1,0.9,0.86
none,11,0.1,0.9,0.86
none,12,0.1,0.9,0.85
none,3,0.1,0.9,0.87
none,4,0.1,0.9,0.87
none,5,0.1,0.9,0.86
none,6,0.1,0.9,0.86
none,7,0.1,0.9,0.86
none,8,0.1,0.9,0.85
none,9,0.1,0.9,0.86
none,10,0.1,0.9,0.85
none,11,0.1,0.9,0.84
none,12,0.1,0.9,0.84
none,3,0.1,0.9,0.87
none,4,0.1,0.9,0.85
none,5,0.1,0.9,0.86
none,6,0.1,0.9,0.85
none,7,0.1,0.9,0.85
none,8,0.1,0.9,0.85
none,9,0.1,0.9,0.87
none,10,0.1,0.9,0.85
none,11,0.1,0.9,0.84
none,12,0.1,0.9,0.84
none,3,0.1,0.9,0.86
none,4,0.1,0.9,0.86
none,5,0.1,0.9,0.87
none,6,0.1,0.9,0.86
none,7,0.1,0.9,0.86
none,8,0.1,0.9,0.85
none,9,0.1,0.9,0.87
none,10,0.1,0.9,0.85
none,11,0.1,0.9,0.86
none,12,0.1,0.9,0.85
none,3,0.1,0.9,0.85
none,4,0.1,0.9,0.87
none,5,0.1,0.9,0.86
none,6,0.1,0.9,0.86
none,7,0.1,0.9,0.86
none,8,0.1,0.9,0.86
none,9,0.1,0.9,0.86
none,10,0.1,0.9,0.86
none,11,0.1,0.9,0.83
none,12,0.1,0.9,0.84
none,3,0.1,0.9,0.84
none,4,0.1,0.9,0.87
none,5,0.1,0.9,0.86
none,6,0.1,0.9,0.87
none,7,0.1,0.9,0.87
none,8,0.1,0.9,0.86
none,9,0.1,0.9,0.86
none,10,0.1,0.9,0.84
none,11,0.1,0.9,0.85
none,12,0.1,0.9,0.84
none,3,0.1,0.9,0.87
none,4,0.1,0.9,0.86
none,5,0.1,0.9,0.85
none,6,0.1,0.9,0.86
none,7,0.1,0.9,0.86
none,8,0.1,0.9,0.87
none,9,0.1,0.9,0.85
none,10,0.1,0.9,0.86
none,11,0.1,0.9,0.85
none,12,0.1,0.9,0.85
none,3,0.1,0.9,0.86
none,4,0.1,0.9,0.85
none,5,0.1,0.9,0.87
none,6,0.1,0.9,0.87
none,7,0.1,0.9,0.85
none,8,0.1,0.9,0.85
none,9,0.1,0.9,0.87
none,10,0.1,0.9,0.86
none,11,0.1,0.9,0.85
none,12,0.1,0.9,0.86
none,3,0.1,0.9,0.87
none,4,0.1,0.9,0.85
none,5,0.1,0.9,0.86
none,6,0.1,0.9,0.86
none,7,0.1,0.9,0.85
none,8,0.1,0.9,0.85
none,9,0.1,0.9,0.86
none,10,0.1,0.9,0.85
none,11,0.1,0.9,0.86
none,3,0.1,0.9,0.86
none,4,0.1,0.9,0.87
none,5,0.1,0.9,0.87
none,6,0.1,0.9,0.86
none,7,0.1,0.9,0.87
none,8,0.1,0.9,0.84
none,9,0.1,0.9,0.85
none,10,0.1,0.9,0.85
none,11,0.1,0.9,0.85
none,12,0.1,0.9,0.84
none,3,0.1,0.9,0.86
none,4,0.1,0.9,0.86
none,5,0.1,0.9,0.88
none,6,0.1,0.9,0.86
none,7,0.1,0.9,0.87
none,8,0.1,0.9,0.85
none,9,0.1,0.9,0.87
none,10,0.1,0.9,0.85
none,11,0.1,0.9,0.86
none,12,0.1,0.9,0.82
none,3,0.1,0.9,0.87
none,4,0.1,0.9,0.85
none,5,0.1,0.9,0.85
none,6,0.1,0.9,0.85
none,7,0.1,0.9,0.87
none,8,0.1,0.9,0.85
none,3,0.9,0.1,0.88
none,9,0.1,0.9,0.85
none,10,0.1,0.9,0.82
none,4,0.9,0.1,0.86
none,11,0.1,0.9,0.85
none,5,0.9,0.1,0.88
none,12,0.1,0.9,0.85
none,6,0.9,0.1,0.91
none,3,0.1,0.9,0.86
none,7,0.9,0.1,0.87
none,4,0.1,0.9,0.88
none,8,0.9,0.1,0.90
none,5,0.1,0.9,0.86
none,9,0.9,0.1,0.89
none,6,0.1,0.9,0.85
none,10,0.9,0.1,0.90
none,7,0.1,0.9,0.86
none,11,0.9,0.1,0.89
none,8,0.1,0.9,0.84
none,12,0.9,0.1,0.87
none,9,0.1,0.9,0.86
none,3,0.9,0.1,0.89
none,10,0.1,0.9,0.86
none,4,0.9,0.1,0.90
none,11,0.1,0.9,0.88
none,5,0.9,0.1,0.89
none,12,0.1,0.9,0.86
none,3,0.1,0.9,0.86
none,6,0.9,0.1,0.88
none,4,0.1,0.9,0.88
none,7,0.9,0.1,0.90
none,5,0.1,0.9,0.85
none,8,0.9,0.1,0.91
none,6,0.1,0.9,0.87
none,9,0.9,0.1,0.91
none,7,0.1,0.9,0.86
none,10,0.9,0.1,0.87
none,8,0.1,0.9,0.86
none,11,0.9,0.1,0.85
none,9,0.1,0.9,0.85
none,12,0.9,0.1,0.89
none,10,0.1,0.9,0.85
none,3,0.9,0.1,0.92
none,11,0.1,0.9,0.85
none,4,0.9,0.1,0.90
none,12,0.1,0.9,0.84
none,5,0.9,0.1,0.88
none,3,0.1,0.9,0.86
none,6,0.9,0.1,0.89
none,4,0.1,0.9,0.87
none,5,0.1,0.9,0.86
none,7,0.9,0.1,0.88
none,6,0.1,0.9,0.84
none,8,0.9,0.1,0.88
none,7,0.1,0.9,0.88
none,9,0.9,0.1,0.90
none,8,0.1,0.9,0.85
none,10,0.9,0.1,0.91
none,9,0.1,0.9,0.86
none,11,0.9,0.1,0.87
none,10,0.1,0.9,0.85
none,12,0.9,0.1,0.87
none,11,0.1,0.9,0.86
none,3,0.9,0.1,0.92
none,12,0.1,0.9,0.84
none,4,0.9,0.1,0.87
none,3,0.1,0.9,0.86
none,5,0.9,0.1,0.88
none,4,0.1,0.9,0.85
none,6,0.9,0.1,0.92
none,5,0.1,0.9,0.86
none,7,0.9,0.1,0.90
none,6,0.1,0.9,0.86
none,7,0.1,0.9,0.86
none,8,0.9,0.1,0.87
none,8,0.1,0.9,0.83
none,9,0.9,0.1,0.88
none,9,0.1,0.9,0.86
none,10,0.9,0.1,0.88
none,10,0.1,0.9,0.86
none,11,0.9,0.1,0.87
none,11,0.1,0.9,0.86
none,12,0.9,0.1,0.91
none,12,0.1,0.9,0.86
none,3,0.9,0.1,0.87
none,3,0.1,0.9,0.87
none,4,0.9,0.1,0.91
none,4,0.1,0.9,0.85
none,5,0.9,0.1,0.90
none,5,0.1,0.9,0.86
none,6,0.9,0.1,0.90
none,6,0.1,0.9,0.85
none,7,0.9,0.1,0.89
none,7,0.1,0.9,0.87
none,8,0.9,0.1,0.89
none,8,0.1,0.9,0.85
none,9,0.1,0.9,0.87
none,9,0.9,0.1,0.89
none,10,0.1,0.9,0.85
none,10,0.9,0.1,0.93
none,11,0.1,0.9,0.84
none,11,0.9,0.1,0.90
none,12,0.1,0.9,0.83
none,12,0.9,0.1,0.87
none,3,0.1,0.9,0.86
none,3,0.9,0.1,0.91
none,4,0.1,0.9,0.85
none,4,0.9,0.1,0.88
none,5,0.1,0.9,0.85
none,5,0.9,0.1,0.87
none,6,0.1,0.9,0.86
none,6,0.9,0.1,0.87
none,7,0.1,0.9,0.86
none,7,0.9,0.1,0.89
none,8,0.1,0.9,0.86
none,8,0.9,0.1,0.89
none,9,0.1,0.9,0.87
none,9,0.9,0.1,0.90
none,10,0.1,0.9,0.84
none,11,0.1,0.9,0.85
none,10,0.9,0.1,0.90
none,12,0.1,0.9,0.84
none,11,0.9,0.1,0.90
none,3,0.1,0.9,0.86
none,12,0.9,0.1,0.85
none,4,0.1,0.9,0.86
none,3,0.9,0.1,0.90
none,5,0.1,0.9,0.87
none,4,0.9,0.1,0.87
none,6,0.1,0.9,0.85
none,5,0.9,0.1,0.87
none,7,0.1,0.9,0.85
none,6,0.9,0.1,0.87
none,8,0.1,0.9,0.87
none,7,0.9,0.1,0.90
none,9,0.1,0.9,0.87
none,8,0.9,0.1,0.88
none,10,0.1,0.9,0.85
none,9,0.9,0.1,0.91
none,11,0.1,0.9,0.84
none,10,0.9,0.1,0.88
none,12,0.1,0.9,0.84
none,11,0.9,0.1,0.89
none,3,0.2,0.8,0.86
none,12,0.9,0.1,0.90
none,3,0.9,0.1,0.90
none,4,0.2,0.8,0.87
none,4,0.9,0.1,0.87
none,5,0.9,0.1,0.87
none,5,0.2,0.8,0.87
none,6,0.9,0.1,0.88
none,6,0.2,0.8,0.87
none,7,0.9,0.1,0.89
none,8,0.9,0.1,0.85
none,7,0.2,0.8,0.87
none,9,0.9,0.1,0.86
none,10,0.9,0.1,0.90
none,8,0.2,0.8,0.87
none,11,0.9,0.1,0.89
none,9,0.2,0.8,0.86
none,12,0.9,0.1,0.90
none,3,0.9,0.1,0.91
none,10,0.2,0.8,0.87
none,4,0.9,0.1,0.89
none,11,0.2,0.8,0.87
none,5,0.9,0.1,0.92
none,6,0.9,0.1,0.89
none,12,0.2,0.8,0.85
none,7,0.9,0.1,0.91
none,8,0.9,0.1,0.92
none,3,0.2,0.8,0.87
none,9,0.9,0.1,0.87
none,4,0.2,0.8,0.86
none,10,0.9,0.1,0.87
none,11,0.9,0.1,0.86
none,5,0.2,0.8,0.86
none,12,0.9,0.1,0.85
none,3,0.9,0.1,0.89
none,6,0.2,0.8,0.87
none,4,0.9,0.1,0.90
none,7,0.2,0.8,0.88
none,5,0.9,0.1,0.85
none,6,0.9,0.1,0.89
none,8,0.2,0.8,0.86
none,7,0.9,0.1,0.92
none,8,0.9,0.1,0.88
none,9,0.2,0.8,0.86
none,9,0.9,0.1,0.87
none,10,0.2,0.8,0.86
none,10,0.9,0.1,0.88
none,11,0.9,0.1,0.91
none,11,0.2,0.8,0.87
none,12,0.9,0.1,0.88
none,12,0.2,0.8,0.86
none,3,0.2,0.8,0.88
none,3,0.2,0.8,0.88
none,4,0.2,0.8,0.87
none,4,0.2,0.8,0.87
none,5,0.2,0.8,0.87
none,5,0.2,0.8,0.87
none,6,0.2,0.8,0.87
none,6,0.2,0.8,0.86
none,7,0.2,0.8,0.87
none,7,0.2,0.8,0.87
none,8,0.2,0.8,0.87
none,8,0.2,0.8,0.87
none,9,0.2,0.8,0.86
none,9,0.2,0.8,0.86
none,10,0.2,0.8,0.86
none,10,0.2,0.8,0.86
none,11,0.2,0.8,0.88
none,11,0.2,0.8,0.85
none,12,0.2,0.8,0.86
none,12,0.2,0.8,0.87
none,3,0.2,0.8,0.87
none,3,0.2,0.8,0.87
none,4,0.2,0.8,0.88
none,4,0.2,0.8,0.88
none,5,0.2,0.8,0.87
none,5,0.2,0.8,0.88
none,6,0.2,0.8,0.86
none,6,0.2,0.8,0.86
none,7,0.2,0.8,0.86
none,7,0.2,0.8,0.86
none,8,0.2,0.8,0.87
none,8,0.2,0.8,0.89
none,9,0.2,0.8,0.87
none,9,0.2,0.8,0.88
none,10,0.2,0.8,0.85
none,10,0.2,0.8,0.87
none,11,0.2,0.8,0.86
none,11,0.2,0.8,0.86
none,12,0.2,0.8,0.85
none,12,0.2,0.8,0.85
none,3,0.2,0.8,0.87
none,3,0.2,0.8,0.87
none,4,0.2,0.8,0.89
none,4,0.2,0.8,0.87
none,5,0.2,0.8,0.86
none,5,0.2,0.8,0.87
none,6,0.2,0.8,0.86
none,6,0.2,0.8,0.87
none,7,0.2,0.8,0.88
none,7,0.2,0.8,0.87
none,8,0.2,0.8,0.86
none,8,0.2,0.8,0.88
none,9,0.2,0.8,0.87
none,9,0.2,0.8,0.87
none,10,0.2,0.8,0.86
none,10,0.2,0.8,0.86
none,11,0.2,0.8,0.85
none,11,0.2,0.8,0.87
none,12,0.2,0.8,0.87
none,12,0.2,0.8,0.85
none,3,0.2,0.8,0.88
none,3,0.2,0.8,0.88
none,4,0.2,0.8,0.87
none,4,0.2,0.8,0.88
none,5,0.2,0.8,0.86
none,5,0.2,0.8,0.87
none,6,0.2,0.8,0.87
none,6,0.2,0.8,0.87
none,7,0.2,0.8,0.87
none,7,0.2,0.8,0.87
none,8,0.2,0.8,0.86
none,8,0.2,0.8,0.87
none,9,0.2,0.8,0.85
none,9,0.2,0.8,0.86
none,10,0.2,0.8,0.86
none,10,0.2,0.8,0.86
none,11,0.2,0.8,0.88
none,11,0.2,0.8,0.86
none,12,0.2,0.8,0.85
none,12,0.2,0.8,0.86
none,3,0.2,0.8,0.88
none,3,0.2,0.8,0.88
none,4,0.2,0.8,0.87
none,4,0.2,0.8,0.87
none,5,0.2,0.8,0.87
none,5,0.2,0.8,0.87
none,6,0.2,0.8,0.87
none,6,0.2,0.8,0.87
none,7,0.2,0.8,0.87
none,7,0.2,0.8,0.87
none,8,0.2,0.8,0.86
none,8,0.2,0.8,0.87
none,9,0.2,0.8,0.87
none,9,0.2,0.8,0.87
none,10,0.2,0.8,0.87
none,10,0.2,0.8,0.86
none,11,0.2,0.8,0.87
none,11,0.2,0.8,0.87
none,12,0.2,0.8,0.86
none,12,0.2,0.8,0.86
none,3,0.2,0.8,0.86
none,3,0.2,0.8,0.88
none,4,0.2,0.8,0.88
none,4,0.2,0.8,0.88
none,5,0.2,0.8,0.87
none,5,0.2,0.8,0.87
none,6,0.2,0.8,0.86
none,6,0.2,0.8,0.87
none,7,0.2,0.8,0.87
none,7,0.2,0.8,0.87
none,8,0.2,0.8,0.87
none,8,0.2,0.8,0.86
none,9,0.2,0.8,0.86
none,9,0.2,0.8,0.85
none,10,0.2,0.8,0.86
none,10,0.2,0.8,0.87
none,11,0.2,0.8,0.86
none,11,0.2,0.8,0.88
none,12,0.2,0.8,0.86
none,12,0.2,0.8,0.87
none,3,0.2,0.8,0.87
none,3,0.2,0.8,0.87
none,4,0.2,0.8,0.88
none,4,0.2,0.8,0.87
none,5,0.2,0.8,0.88
none,5,0.2,0.8,0.87
none,6,0.2,0.8,0.88
none,6,0.2,0.8,0.87
none,7,0.2,0.8,0.88
none,7,0.2,0.8,0.88
none,8,0.2,0.8,0.86
none,8,0.2,0.8,0.86
none,9,0.2,0.8,0.85
none,9,0.2,0.8,0.86
none,10,0.2,0.8,0.87
none,10,0.2,0.8,0.87
none,11,0.2,0.8,0.87
none,11,0.2,0.8,0.86
none,12,0.2,0.8,0.87
none,12,0.2,0.8,0.86
none,3,0.2,0.8,0.86
none,3,0.2,0.8,0.87
none,4,0.2,0.8,0.86
none,4,0.2,0.8,0.86
none,5,0.2,0.8,0.86
none,5,0.2,0.8,0.87
none,6,0.2,0.8,0.88
none,6,0.2,0.8,0.87
none,7,0.2,0.8,0.88
none,7,0.2,0.8,0.88
none,8,0.2,0.8,0.88
none,8,0.2,0.8,0.87
none,9,0.2,0.8,0.88
none,9,0.2,0.8,0.87
none,10,0.2,0.8,0.86
none,10,0.2,0.8,0.86
none,11,0.2,0.8,0.87
none,11,0.2,0.8,0.87
none,12,0.2,0.8,0.87
none,12,0.2,0.8,0.86
none,3,0.2,0.8,0.88
none,4,0.2,0.8,0.87
none,3,0.3,0.7,0.89
none,5,0.2,0.8,0.86
none,4,0.3,0.7,0.89
none,6,0.2,0.8,0.87
none,5,0.3,0.7,0.88
none,7,0.2,0.8,0.87
none,8,0.2,0.8,0.88
none,6,0.3,0.7,0.87
none,9,0.2,0.8,0.87
none,7,0.3,0.7,0.88
none,10,0.2,0.8,0.86
none,8,0.3,0.7,0.87
none,11,0.2,0.8,0.87
none,12,0.2,0.8,0.87
none,9,0.3,0.7,0.87
none,3,0.2,0.8,0.86
none,10,0.3,0.7,0.88
none,4,0.2,0.8,0.87
none,11,0.3,0.7,0.88
none,5,0.2,0.8,0.87
none,6,0.2,0.8,0.86
none,12,0.3,0.7,0.87
none,7,0.2,0.8,0.88
none,3,0.3,0.7,0.88
none,8,0.2,0.8,0.86
none,4,0.3,0.7,0.87
none,9,0.2,0.8,0.87
none,10,0.2,0.8,0.86
none,5,0.3,0.7,0.88
none,11,0.2,0.8,0.87
none,6,0.3,0.7,0.88
none,12,0.2,0.8,0.86
none,7,0.3,0.7,0.88
none,3,0.3,0.7,0.88
none,8,0.3,0.7,0.87
none,4,0.3,0.7,0.88
none,9,0.3,0.7,0.88
none,5,0.3,0.7,0.88
none,10,0.3,0.7,0.87
none,6,0.3,0.7,0.87
none,11,0.3,0.7,0.87
none,7,0.3,0.7,0.87
none,12,0.3,0.7,0.86
none,8,0.3,0.7,0.87
none,3,0.3,0.7,0.88
none,9,0.3,0.7,0.87
none,4,0.3,0.7,0.87
none,10,0.3,0.7,0.89
none,5,0.3,0.7,0.87
none,11,0.3,0.7,0.88
none,6,0.3,0.7,0.87
none,12,0.3,0.7,0.87
none,7,0.3,0.7,0.87
none,3,0.3,0.7,0.88
none,8,0.3,0.7,0.87
none,4,0.3,0.7,0.87
none,9,0.3,0.7,0.88
none,5,0.3,0.7,0.87
none,10,0.3,0.7,0.87
none,6,0.3,0.7,0.87
none,11,0.3,0.7,0.87
none,7,0.3,0.7,0.89
none,12,0.3,0.7,0.87
none,8,0.3,0.7,0.87
none,3,0.3,0.7,0.89
none,9,0.3,0.7,0.87
none,4,0.3,0.7,0.88
none,10,0.3,0.7,0.86
none,5,0.3,0.7,0.88
none,11,0.3,0.7,0.86
none,6,0.3,0.7,0.88
none,12,0.3,0.7,0.87
none,7,0.3,0.7,0.87
none,3,0.3,0.7,0.87
none,8,0.3,0.7,0.88
none,4,0.3,0.7,0.88
none,9,0.3,0.7,0.90
none,5,0.3,0.7,0.88
none,10,0.3,0.7,0.87
none,6,0.3,0.7,0.87
none,11,0.3,0.7,0.87
none,7,0.3,0.7,0.88
none,12,0.3,0.7,0.86
none,8,0.3,0.7,0.88
none,3,0.3,0.7,0.89
none,9,0.3,0.7,0.87
none,4,0.3,0.7,0.87
none,10,0.3,0.7,0.87
none,5,0.3,0.7,0.88
none,11,0.3,0.7,0.87
none,6,0.3,0.7,0.88
none,12,0.3,0.7,0.87
none,7,0.3,0.7,0.88
none,3,0.3,0.7,0.89
none,8,0.3,0.7,0.86
none,4,0.3,0.7,0.87
none,9,0.3,0.7,0.88
none,5,0.3,0.7,0.87
none,10,0.3,0.7,0.86
none,6,0.3,0.7,0.87
none,11,0.3,0.7,0.87
none,7,0.3,0.7,0.88
none,12,0.3,0.7,0.87
none,8,0.3,0.7,0.87
none,3,0.3,0.7,0.88
none,9,0.3,0.7,0.87
none,4,0.3,0.7,0.89
none,10,0.3,0.7,0.87
none,5,0.3,0.7,0.87
none,11,0.3,0.7,0.87
none,6,0.3,0.7,0.88
none,12,0.3,0.7,0.87
none,7,0.3,0.7,0.87
none,3,0.3,0.7,0.88
none,8,0.3,0.7,0.88
none,4,0.3,0.7,0.87
none,9,0.3,0.7,0.87
none,5,0.3,0.7,0.88
none,10,0.3,0.7,0.87
none,6,0.3,0.7,0.89
none,11,0.3,0.7,0.87
none,7,0.3,0.7,0.86
none,12,0.3,0.7,0.86
none,8,0.3,0.7,0.88
none,3,0.3,0.7,0.88
none,9,0.3,0.7,0.87
none,4,0.3,0.7,0.88
none,10,0.3,0.7,0.87
none,5,0.3,0.7,0.89
none,11,0.3,0.7,0.87
none,6,0.3,0.7,0.87
none,12,0.3,0.7,0.87
none,7,0.3,0.7,0.89
none,3,0.3,0.7,0.89
none,8,0.3,0.7,0.88
none,4,0.3,0.7,0.87
none,9,0.3,0.7,0.86
none,5,0.3,0.7,0.87
none,10,0.3,0.7,0.87
none,6,0.3,0.7,0.88
none,11,0.3,0.7,0.87
none,7,0.3,0.7,0.89
none,12,0.3,0.7,0.87
none,8,0.3,0.7,0.87
none,3,0.3,0.7,0.88
none,9,0.3,0.7,0.87
none,4,0.3,0.7,0.87
none,10,0.3,0.7,0.87
none,5,0.3,0.7,0.88
none,11,0.3,0.7,0.87
none,6,0.3,0.7,0.87
none,12,0.3,0.7,0.86
none,7,0.3,0.7,0.89
none,3,0.3,0.7,0.88
none,8,0.3,0.7,0.87
none,4,0.3,0.7,0.88
none,9,0.3,0.7,0.88
none,5,0.3,0.7,0.89
none,10,0.3,0.7,0.87
none,6,0.3,0.7,0.87
none,11,0.3,0.7,0.87
none,7,0.3,0.7,0.87
none,12,0.3,0.7,0.87
none,8,0.3,0.7,0.88
none,3,0.3,0.7,0.87
none,9,0.3,0.7,0.89
none,4,0.3,0.7,0.87
none,10,0.3,0.7,0.87
none,5,0.3,0.7,0.88
none,11,0.3,0.7,0.86
none,6,0.3,0.7,0.88
none,12,0.3,0.7,0.88
none,7,0.3,0.7,0.88
none,3,0.3,0.7,0.88
none,8,0.3,0.7,0.87
none,4,0.3,0.7,0.87
none,9,0.3,0.7,0.87
none,5,0.3,0.7,0.88
none,10,0.3,0.7,0.89
none,6,0.3,0.7,0.87
none,11,0.3,0.7,0.86
none,7,0.3,0.7,0.88
none,12,0.3,0.7,0.87
none,8,0.3,0.7,0.87
none,3,0.3,0.7,0.87
none,9,0.3,0.7,0.88
none,4,0.3,0.7,0.87
none,10,0.3,0.7,0.87
none,5,0.3,0.7,0.87
none,11,0.3,0.7,0.89
none,6,0.3,0.7,0.87
none,12,0.3,0.7,0.87
none,7,0.3,0.7,0.88
none,3,0.3,0.7,0.87
none,8,0.3,0.7,0.87
none,4,0.3,0.7,0.88
none,9,0.3,0.7,0.87
none,5,0.3,0.7,0.88
none,10,0.3,0.7,0.87
none,6,0.3,0.7,0.88
none,11,0.3,0.7,0.87
none,7,0.3,0.7,0.88
none,12,0.3,0.7,0.87
none,8,0.3,0.7,0.88
none,3,0.4,0.6,0.87
none,9,0.3,0.7,0.88
none,10,0.3,0.7,0.86
none,4,0.4,0.6,0.89
none,11,0.3,0.7,0.87
none,5,0.4,0.6,0.89
none,12,0.3,0.7,0.87
none,6,0.4,0.6,0.88
none,3,0.3,0.7,0.88
none,7,0.4,0.6,0.87
none,4,0.3,0.7,0.88
none,8,0.4,0.6,0.88
none,5,0.3,0.7,0.87
none,9,0.4,0.6,0.89
none,6,0.3,0.7,0.87
none,7,0.3,0.7,0.88
none,10,0.4,0.6,0.85
none,8,0.3,0.7,0.87
none,11,0.4,0.6,0.89
none,9,0.3,0.7,0.88
none,12,0.4,0.6,0.87
none,10,0.3,0.7,0.87
none,3,0.4,0.6,0.89
none,11,0.3,0.7,0.88
none,4,0.4,0.6,0.88
none,12,0.3,0.7,0.88
none,5,0.4,0.6,0.89
none,3,0.4,0.6,0.88
none,6,0.4,0.6,0.88
none,4,0.4,0.6,0.87
none,7,0.4,0.6,0.88
none,5,0.4,0.6,0.88
none,8,0.4,0.6,0.88
none,6,0.4,0.6,0.89
none,9,0.4,0.6,0.89
none,7,0.4,0.6,0.87
none,10,0.4,0.6,0.87
none,8,0.4,0.6,0.88
none,11,0.4,0.6,0.88
none,9,0.4,0.6,0.89
none,12,0.4,0.6,0.87
none,10,0.4,0.6,0.87
none,3,0.4,0.6,0.88
none,11,0.4,0.6,0.88
none,4,0.4,0.6,0.89
none,12,0.4,0.6,0.88
none,5,0.4,0.6,0.88
none,3,0.4,0.6,0.90
none,6,0.4,0.6,0.88
none,4,0.4,0.6,0.87
none,7,0.4,0.6,0.87
none,5,0.4,0.6,0.88
none,8,0.4,0.6,0.88
none,6,0.4,0.6,0.87
none,9,0.4,0.6,0.87
none,7,0.4,0.6,0.88
none,10,0.4,0.6,0.87
none,8,0.4,0.6,0.87
none,11,0.4,0.6,0.88
none,9,0.4,0.6,0.88
none,12,0.4,0.6,0.88
none,10,0.4,0.6,0.88
none,3,0.4,0.6,0.89
none,11,0.4,0.6,0.88
none,4,0.4,0.6,0.88
none,12,0.4,0.6,0.88
none,5,0.4,0.6,0.87
none,3,0.4,0.6,0.88
none,6,0.4,0.6,0.89
none,4,0.4,0.6,0.87
none,7,0.4,0.6,0.88
none,5,0.4,0.6,0.88
none,8,0.4,0.6,0.88
none,6,0.4,0.6,0.89
none,9,0.4,0.6,0.88
none,7,0.4,0.6,0.87
none,10,0.4,0.6,0.88
none,8,0.4,0.6,0.87
none,11,0.4,0.6,0.87
none,9,0.4,0.6,0.89
none,12,0.4,0.6,0.86
none,10,0.4,0.6,0.87
none,3,0.4,0.6,0.88
none,11,0.4,0.6,0.88
none,4,0.4,0.6,0.88
none,12,0.4,0.6,0.87
none,5,0.4,0.6,0.90
none,3,0.4,0.6,0.89
none,6,0.4,0.6,0.88
none,4,0.4,0.6,0.89
none,7,0.4,0.6,0.88
none,5,0.4,0.6,0.87
none,8,0.4,0.6,0.87
none,6,0.4,0.6,0.88
none,9,0.4,0.6,0.88
none,7,0.4,0.6,0.88
none,10,0.4,0.6,0.86
none,8,0.4,0.6,0.88
none,11,0.4,0.6,0.89
none,9,0.4,0.6,0.89
none,12,0.4,0.6,0.87
none,10,0.4,0.6,0.86
none,3,0.4,0.6,0.88
none,11,0.4,0.6,0.87
none,4,0.4,0.6,0.87
none,12,0.4,0.6,0.89
none,5,0.4,0.6,0.88
none,3,0.4,0.6,0.89
none,6,0.4,0.6,0.86
none,4,0.4,0.6,0.89
none,7,0.4,0.6,0.88
none,5,0.4,0.6,0.88
none,8,0.4,0.6,0.88
none,6,0.4,0.6,0.89
none,9,0.4,0.6,0.88
none,7,0.4,0.6,0.89
none,10,0.4,0.6,0.86
none,8,0.4,0.6,0.88
none,11,0.4,0.6,0.87
none,9,0.4,0.6,0.88
none,12,0.4,0.6,0.86
none,10,0.4,0.6,0.88
none,3,0.4,0.6,0.89
none,11,0.4,0.6,0.87
none,4,0.4,0.6,0.87
none,12,0.4,0.6,0.88
none,5,0.4,0.6,0.89
none,3,0.4,0.6,0.88
none,6,0.4,0.6,0.88
none,4,0.4,0.6,0.87
none,7,0.4,0.6,0.88
none,5,0.4,0.6,0.90
none,8,0.4,0.6,0.87
none,6,0.4,0.6,0.89
none,9,0.4,0.6,0.88
none,7,0.4,0.6,0.89
none,10,0.4,0.6,0.88
none,8,0.4,0.6,0.88
none,11,0.4,0.6,0.87
none,9,0.4,0.6,0.87
none,12,0.4,0.6,0.88
none,10,0.4,0.6,0.88
none,3,0.4,0.6,0.89
none,11,0.4,0.6,0.88
none,4,0.4,0.6,0.88
none,12,0.4,0.6,0.88
none,5,0.4,0.6,0.89
none,3,0.4,0.6,0.89
none,6,0.4,0.6,0.88
none,4,0.4,0.6,0.88
none,7,0.4,0.6,0.88
none,5,0.4,0.6,0.89
none,8,0.4,0.6,0.88
none,6,0.4,0.6,0.87
none,9,0.4,0.6,0.89
none,7,0.4,0.6,0.88
none,10,0.4,0.6,0.87
none,8,0.4,0.6,0.88
none,11,0.4,0.6,0.88
none,9,0.4,0.6,0.88
none,12,0.4,0.6,0.87
none,10,0.4,0.6,0.87
none,3,0.4,0.6,0.89
none,11,0.4,0.6,0.87
none,4,0.4,0.6,0.88
none,12,0.4,0.6,0.87
none,5,0.4,0.6,0.87
none,3,0.4,0.6,0.90
none,6,0.4,0.6,0.88
none,4,0.4,0.6,0.88
none,7,0.4,0.6,0.88
none,5,0.4,0.6,0.90
none,8,0.4,0.6,0.90
none,6,0.4,0.6,0.87
none,9,0.4,0.6,0.88
none,7,0.4,0.6,0.88
none,10,0.4,0.6,0.86
none,8,0.4,0.6,0.88
none,11,0.4,0.6,0.88
none,9,0.4,0.6,0.88
none,12,0.4,0.6,0.87
none,10,0.4,0.6,0.87
none,3,0.4,0.6,0.88
none,11,0.4,0.6,0.88
none,4,0.4,0.6,0.88
none,12,0.4,0.6,0.87
none,5,0.4,0.6,0.88
none,3,0.4,0.6,0.88
none,6,0.4,0.6,0.88
none,4,0.4,0.6,0.88
none,7,0.4,0.6,0.89
none,5,0.4,0.6,0.90
none,8,0.4,0.6,0.88
none,6,0.4,0.6,0.88
none,9,0.4,0.6,0.89
none,7,0.4,0.6,0.89
none,10,0.4,0.6,0.87
none,8,0.4,0.6,0.89
